user_id,age,gender,weight_kg,height_cm,goal,activity_level,join_date
U023769,51,female,71.6,191.0,weight_loss,sedentary,2022-07-29
U023770,43,male,64.9,172.0,muscle_gain,active,2023-10-29
U023771,36,male,74.2,158.0,muscle_gain,,2023-11-02
U023772,43,male,62.0,164.0,muscle_gain,moderate,2022-11-11
U023773,20,female,103.0,181.0,muscle_gain,moderate,2023-05-06
U023774,19,male,74.1,156.0,muscle_gain,sedentary,2023-09-22
U023775,45,male,85.1,158.0,muscle_gain,light,2023-09-20
U023776,19,female,58.7,194.0,weight_loss,light,2023-03-31
U023777,39,male,70.4,187.0,muscle_gain,light,2022-10-07
U023778,24,female,67.3,162.0,weight_loss,light,2023-09-11
U023779,21,female,103.8,169.0,muscle_gain,light,2022-11-06
U023780,55,female,64.9,161.0,maintenance,light,2022-07-23
U023781,56,female,98.8,184.0,weight_loss,light,2022-10-15
U023782,37,male,70.5,178.0,weight_loss,moderate,2022-07-21
U023783,23,male,66.6,174.0,weight_loss,light,2022-08-03
U023784,26,female,55.5,159.0,muscle_gain,moderate,2022-07-20
U023785,48,male,71.0,161.0,weight_loss,light,2023-07-31
U023786,43,male,58.9,191.0,muscle_gain,light,2023-05-16
U023787,53,female,74.9,156.0,muscle_gain,sedentary,2022-10-26
U023788,43,female,57.9,164.0,weight_loss,active,2023-09-12
U023789,45,female,58.5,167.0,weight_loss,sedentary,2023-01-06
U023790,22,male,74.5,175.0,weight_loss,light,2023-05-02
U023791,27,male,79.6,157.0,weight_loss,light,2023-05-16
U023792,35,female,73.3,168.0,maintenance,moderate,2023-02-03
U023793,32,female,56.3,170.0,muscle_gain,light,2023-08-25
U023794,50,female,64.8,162.0,muscle_gain,moderate,2023-07-28
U023795,22,male,106.6,178.0,muscle_gain,moderate,2022-10-01
U023796,54,female,86.4,168.0,weight_loss,active,2023-06-06
U023797,57,male,102.0,160.0,muscle_gain,sedentary,2023-10-27
U023798,39,female,57.8,178.0,muscle_gain,moderate,2023-08-09
U023799,39,male,55.4,183.0,maintenance,sedentary,2022-07-27
U023800,39,male,98.0,180.0,weight_loss,moderate,2022-08-04
U023801,32,female,76.1,188.0,maintenance,light,2023-07-14
U023802,34,male,75.3,159.0,weight_loss,sedentary,2023-09-22
U023803,62,male,68.1,188.0,weight_loss,sedentary,2022-09-01
U023804,45,male,63.8,188.0,maintenance,light,2023-05-11
U023805,39,female,100.6,167.0,muscle_gain,moderate,2023-09-30
U023806,38,male,58.4,157.0,weight_loss,light,2022-11-26
U023807,59,male,82.4,159.0,muscle_gain,sedentary,2022-11-19
U023808,34,male,74.8,176.0,weight_loss,moderate,2023-02-06
U023809,22,female,70.1,175.0,weight_loss,sedentary,2022-08-06
U023810,35,female,96.8,181.0,maintenance,sedentary,2022-12-23
U023811,34,female,103.3,178.0,weight_loss,moderate,2023-09-16
U023812,21,male,65.7,193.0,weight_loss,light,2023-08-19
U023813,24,female,59.2,162.0,muscle_gain,light,2023-04-19
U023814,42,female,75.6,158.0,muscle_gain,active,2023-09-21
U023815,54,female,79.2,190.0,weight_loss,sedentary,2022-12-23
U023816,57,female,57.9,160.0,weight_loss,,2023-07-14
U023817,57,male,80.9,185.0,weight_loss,active,2022-11-08
U023818,60,female,107.3,159.0,muscle_gain,moderate,2023-06-18
U023819,26,female,76.2,160.0,weight_loss,sedentary,2023-11-27
U023820,36,female,104.5,156.0,weight_loss,sedentary,2023-01-10
U023821,26,female,101.7,155.0,maintenance,sedentary,2023-10-03
U023822,40,male,79.0,183.0,maintenance,sedentary,2023-03-11
U023823,48,male,93.9,177.0,weight_loss,moderate,2023-06-26
U023824,49,female,66.5,172.0,muscle_gain,moderate,2023-03-09
U023825,48,male,62.4,157.0,weight_loss,sedentary,2023-10-11
U023826,34,male,55.1,170.0,weight_loss,sedentary,2022-11-02
U023827,56,female,59.0,190.0,weight_loss,moderate,2023-01-15
U023828,39,male,89.6,185.0,weight_loss,active,2023-01-30
U023829,52,female,103.7,176.0,weight_loss,active,2023-04-05
U023830,47,male,108.8,162.0,weight_loss,sedentary,2023-08-06
U023831,57,female,81.5,176.0,muscle_gain,moderate,2022-12-29
U023832,54,male,62.7,167.0,muscle_gain,light,2023-04-22
U023833,43,male,55.0,192.0,weight_loss,moderate,2023-07-03
U023834,23,female,109.2,183.0,weight_loss,light,2022-10-08
U023835,51,male,100.0,170.0,weight_loss,light,2023-09-30
U023836,49,female,83.8,164.0,weight_loss,light,2023-02-28
U023837,42,male,68.5,188.0,weight_loss,moderate,2022-11-17
U023838,30,female,83.5,187.0,maintenance,light,2023-01-24
U023839,55,male,101.1,168.0,weight_loss,light,2023-04-14
U023840,55,male,85.6,186.0,muscle_gain,moderate,2023-09-15
U023841,19,male,109.8,177.0,weight_loss,sedentary,2023-10-27
U023842,22,male,60.9,169.0,muscle_gain,moderate,2022-09-08
U023843,28,male,109.0,179.0,maintenance,sedentary,2022-07-19
U023844,28,female,87.2,180.0,weight_loss,light,2022-11-11
U023845,41,female,86.2,166.0,maintenance,moderate,2022-08-23
U023846,31,female,74.8,173.0,muscle_gain,light,2022-11-29
U023847,62,female,57.2,194.0,muscle_gain,active,2023-06-11
U023848,47,male,96.8,173.0,muscle_gain,sedentary,2022-09-10
U023849,57,female,70.2,,maintenance,,2023-07-16
U023850,64,female,74.3,164.0,weight_loss,moderate,2022-08-03
U023851,61,male,84.4,181.0,weight_loss,active,2022-07-15
U023852,52,female,58.1,177.0,maintenance,moderate,2023-11-12
U023853,38,male,55.6,172.0,muscle_gain,light,2023-05-21
U023854,22,female,60.8,189.0,weight_loss,light,2022-09-29
U023855,55,male,95.4,167.0,muscle_gain,light,2022-09-02
U023856,19,male,65.5,156.0,maintenance,moderate,2023-07-25
U023857,57,male,83.3,190.0,weight_loss,light,2023-10-06
U023858,54,female,65.2,176.0,muscle_gain,moderate,2023-01-16
U023859,51,male,70.7,174.0,weight_loss,sedentary,2023-04-08
U023860,28,female,57.1,161.0,weight_loss,sedentary,2023-04-28
U023861,53,male,75.2,166.0,weight_loss,moderate,2023-02-06
U023862,28,male,62.5,169.0,maintenance,light,2023-09-07
U023863,26,male,85.7,183.0,weight_loss,active,2022-09-10
U023864,23,male,101.0,162.0,muscle_gain,light,2022-12-04
U023865,51,male,103.3,177.0,weight_loss,moderate,2022-12-13
U023866,64,male,106.3,167.0,weight_loss,light,2022-09-15
U023867,54,female,61.8,187.0,weight_loss,sedentary,2022-10-22
U023868,49,male,83.4,159.0,maintenance,moderate,2023-03-28
U023869,29,male,61.3,173.0,weight_loss,active,2022-11-09
U023870,62,female,71.9,161.0,weight_loss,light,2023-07-06
U023871,49,female,67.7,158.0,maintenance,active,2023-08-09
U023872,34,male,55.7,191.0,weight_loss,active,2023-03-10
U023873,21,male,106.3,163.0,muscle_gain,light,2023-10-11
U023874,59,male,98.0,173.0,weight_loss,moderate,2023-10-18
U023875,50,male,83.5,179.0,weight_loss,moderate,2022-07-10
U023876,60,female,74.0,155.0,muscle_gain,light,2022-11-23
U023877,60,female,77.6,158.0,muscle_gain,sedentary,2023-01-28
U023878,26,female,66.3,172.0,muscle_gain,light,2022-07-29
U023879,51,female,108.3,161.0,muscle_gain,sedentary,2023-01-30
U023880,56,female,70.7,173.0,weight_loss,light,2022-09-16
U023881,47,male,59.1,177.0,weight_loss,active,2023-05-31
U023882,37,female,86.0,182.0,weight_loss,active,2023-08-01
U023883,56,male,96.2,183.0,weight_loss,light,2022-09-13
U023884,40,female,108.4,160.0,muscle_gain,sedentary,2022-09-23
U023885,58,female,89.2,181.0,weight_loss,active,2022-12-27
U023886,61,male,65.1,158.0,weight_loss,moderate,2023-03-24
U023887,52,male,76.5,177.0,maintenance,moderate,2022-09-30
U023888,40,male,72.4,184.0,weight_loss,sedentary,2022-12-08
U023889,56,male,56.1,178.0,muscle_gain,sedentary,2022-07-27
U023890,40,male,76.6,186.0,weight_loss,light,2023-04-25
U023891,54,male,99.0,165.0,weight_loss,active,2023-05-01
U023892,40,female,77.3,184.0,weight_loss,sedentary,2023-11-03
U023893,56,female,101.8,,weight_loss,active,2023-01-10
U023894,45,female,95.9,170.0,muscle_gain,light,2023-10-10
U023895,36,female,94.6,160.0,maintenance,moderate,2022-09-16
U023896,47,female,76.0,179.0,weight_loss,light,2022-11-03
U023897,38,female,57.9,174.0,weight_loss,sedentary,2023-07-12
U023898,41,female,103.5,164.0,weight_loss,active,2022-09-27
U023899,38,female,90.1,193.0,muscle_gain,sedentary,2022-11-27
U023900,43,male,60.0,155.0,weight_loss,light,2022-11-22
U023901,53,female,59.5,165.0,muscle_gain,light,2023-07-14
U023902,43,female,88.8,166.0,muscle_gain,sedentary,2022-08-26
U023903,50,male,78.2,174.0,maintenance,moderate,2023-07-27
U023904,53,male,65.5,166.0,weight_loss,active,2023-01-09
U023905,21,female,68.2,170.0,maintenance,light,2023-03-17
U023906,26,male,76.2,169.0,muscle_gain,active,2023-06-17
U023907,25,male,96.3,180.0,weight_loss,active,2023-05-02
U023908,19,male,65.8,165.0,muscle_gain,light,2022-12-26
U023909,46,male,93.6,157.0,weight_loss,light,2022-09-30
U023910,40,female,64.8,156.0,weight_loss,moderate,2023-07-27
U023911,23,male,97.0,173.0,weight_loss,light,2022-07-17
U023912,60,female,104.5,186.0,weight_loss,sedentary,2023-06-03
U023913,53,male,79.4,177.0,weight_loss,moderate,2023-10-21
U023914,63,male,90.3,178.0,maintenance,sedentary,2023-11-26
U023915,38,male,69.6,167.0,weight_loss,sedentary,2023-10-12
U023916,39,male,106.0,155.0,maintenance,moderate,2022-12-02
U023917,26,male,78.4,193.0,weight_loss,moderate,2022-10-16
U023918,51,male,82.3,159.0,weight_loss,light,2023-03-29
U023919,43,male,69.4,167.0,weight_loss,moderate,2023-07-31
U023920,18,male,65.7,191.0,weight_loss,light,2023-02-06
U023921,53,male,67.5,162.0,muscle_gain,moderate,2023-03-24
U023922,61,female,81.2,194.0,weight_loss,light,2023-08-11
U023923,22,female,62.6,184.0,maintenance,light,2023-02-03
U023924,58,female,76.3,182.0,muscle_gain,moderate,2023-04-24
U023925,39,male,76.0,183.0,muscle_gain,moderate,2022-12-27
U023926,21,male,78.8,190.0,muscle_gain,light,2023-07-19
U023927,19,male,78.2,174.0,weight_loss,,2023-10-10
U023928,33,female,70.1,159.0,weight_loss,moderate,2022-07-10
U023929,33,male,75.2,161.0,weight_loss,sedentary,2022-10-29
U023930,39,female,104.6,184.0,maintenance,sedentary,2022-10-05
U023931,60,female,57.1,192.0,weight_loss,active,2022-12-05
U023932,18,male,59.8,161.0,maintenance,sedentary,2023-03-28
U023933,32,female,106.1,165.0,muscle_gain,active,2023-02-18
U023934,41,male,69.9,165.0,weight_loss,active,2023-01-26
U023935,21,female,71.7,174.0,weight_loss,light,2022-09-30
U023936,35,male,73.9,187.0,weight_loss,sedentary,2023-02-16
U023937,34,male,60.7,169.0,maintenance,light,2023-05-24
U023938,24,male,97.3,158.0,weight_loss,active,2023-01-26
U023939,62,male,64.0,164.0,muscle_gain,active,2023-03-12
U023940,27,male,93.6,192.0,muscle_gain,light,2022-09-13
U023941,18,female,67.8,194.0,maintenance,active,2022-08-16
U023942,19,male,92.5,157.0,maintenance,active,2022-12-26
U023943,39,male,108.5,178.0,muscle_gain,sedentary,2023-05-21
U023944,49,female,83.0,156.0,maintenance,moderate,2023-11-11
U023945,46,female,72.5,177.0,muscle_gain,moderate,2023-01-28
U023946,52,male,75.8,173.0,weight_loss,sedentary,2023-10-08
U023947,34,female,76.1,162.0,weight_loss,sedentary,2023-02-03
U023948,29,male,61.9,180.0,weight_loss,light,2022-09-29
U023949,41,male,100.0,172.0,weight_loss,light,2022-10-22
U023950,47,male,75.9,163.0,weight_loss,sedentary,2023-01-07
U023951,61,female,94.5,194.0,weight_loss,moderate,2022-08-01
U023952,47,male,69.9,190.0,weight_loss,moderate,2023-10-13
U023953,37,male,74.6,163.0,muscle_gain,light,2023-02-11
U023954,59,male,103.8,187.0,muscle_gain,moderate,2023-10-15
U023955,24,male,78.4,165.0,weight_loss,light,2023-10-03
U023956,59,male,74.4,178.0,weight_loss,active,2022-07-26
U023957,55,male,72.3,178.0,weight_loss,sedentary,2022-11-06
U023958,24,male,104.1,186.0,weight_loss,active,2023-08-02
U023959,47,female,78.3,187.0,maintenance,active,2023-06-01
U023960,29,male,103.2,194.0,maintenance,sedentary,2023-02-08
U023961,48,male,71.5,171.0,muscle_gain,light,2022-12-23
U023962,35,male,108.8,180.0,maintenance,light,2022-12-04
U023963,63,female,82.7,187.0,weight_loss,moderate,2022-08-27
U023964,60,female,64.1,156.0,weight_loss,sedentary,2023-01-27
U023965,19,male,78.3,156.0,weight_loss,sedentary,2023-05-01
U023966,50,male,92.5,168.0,weight_loss,active,2022-10-11
U023967,28,female,103.8,175.0,maintenance,moderate,2023-05-15
U023968,51,male,62.0,177.0,maintenance,moderate,2022-11-30
U023969,33,male,85.7,176.0,weight_loss,active,2022-11-16
U023970,52,male,84.3,190.0,maintenance,moderate,2023-11-12
U023971,50,male,73.1,155.0,weight_loss,moderate,2023-06-08
U023972,38,female,77.5,186.0,weight_loss,light,2023-01-05
U023973,37,male,71.8,183.0,weight_loss,sedentary,2022-10-25
U023974,25,female,71.6,159.0,muscle_gain,light,2023-04-21
U023975,43,male,84.3,190.0,weight_loss,light,2022-09-22
U023976,50,female,58.3,179.0,muscle_gain,moderate,2023-04-11
U023977,43,male,81.5,176.0,muscle_gain,light,2023-02-12
U023978,54,male,72.8,159.0,weight_loss,light,2022-09-16
U023979,47,female,80.5,157.0,muscle_gain,moderate,2023-03-10
U023980,48,male,108.6,178.0,muscle_gain,light,2023-11-13
U023981,50,female,95.8,187.0,maintenance,moderate,2022-08-08
U023982,28,female,102.4,182.0,maintenance,light,2023-05-12
U023983,58,male,75.4,175.0,maintenance,active,2022-10-12
U023984,22,male,93.8,170.0,weight_loss,light,2022-10-16
U023985,19,female,80.5,165.0,weight_loss,moderate,2023-01-15
U023986,30,female,87.8,160.0,maintenance,sedentary,2022-11-16
U023987,35,female,79.1,173.0,muscle_gain,light,2022-10-30
U023988,43,male,62.2,192.0,weight_loss,light,2023-04-25
U023989,42,male,107.1,172.0,weight_loss,light,2022-12-25
U023990,61,male,93.9,164.0,weight_loss,moderate,2022-08-25
U023991,31,female,88.0,166.0,muscle_gain,sedentary,2023-11-19
U023992,22,male,85.8,,maintenance,active,2023-08-14
U023993,59,female,94.8,169.0,weight_loss,moderate,2023-02-15
U023994,19,female,84.3,166.0,weight_loss,light,2023-09-01
U023995,21,female,66.9,159.0,weight_loss,sedentary,2023-11-20
U023996,29,male,55.4,155.0,muscle_gain,light,2023-01-14
U023997,28,male,76.1,192.0,weight_loss,moderate,2022-08-05
U023998,21,female,86.0,188.0,maintenance,moderate,2023-06-17
U023999,60,female,75.4,166.0,weight_loss,sedentary,2023-10-13
U024000,26,female,84.3,184.0,weight_loss,active,2023-07-06
U024001,27,female,91.6,165.0,weight_loss,active,2022-08-18
U024002,44,male,99.5,163.0,muscle_gain,light,2023-05-05
U024003,23,male,71.4,161.0,maintenance,active,2022-10-18
U024004,32,female,89.8,171.0,muscle_gain,sedentary,2023-11-18
U024005,59,male,104.0,180.0,muscle_gain,light,2022-11-24
U024006,48,male,63.4,181.0,muscle_gain,active,2023-04-13
U024007,39,male,93.0,187.0,maintenance,moderate,2022-09-24
U024008,23,male,105.3,193.0,maintenance,sedentary,2022-09-02
U024009,50,female,91.9,159.0,muscle_gain,active,2023-07-26
U024010,46,male,60.1,191.0,maintenance,active,2023-06-02
U024011,38,female,70.6,163.0,muscle_gain,moderate,2022-10-09
U024012,47,male,65.4,177.0,muscle_gain,active,2022-12-18
U024013,38,female,105.2,184.0,weight_loss,sedentary,2023-06-09
U024014,53,female,109.6,190.0,weight_loss,light,2023-06-05
U024015,39,male,78.8,155.0,weight_loss,light,2022-07-22
U024016,63,male,104.3,162.0,muscle_gain,sedentary,2022-07-26
U024017,37,male,62.4,155.0,weight_loss,light,2023-07-28
U024018,39,male,55.2,164.0,weight_loss,light,2023-07-14
U024019,57,female,86.3,161.0,weight_loss,sedentary,2023-04-18
U024020,28,female,109.3,192.0,weight_loss,sedentary,2022-10-27
U024021,64,male,85.9,157.0,muscle_gain,active,2023-11-08
U024022,48,female,108.9,161.0,maintenance,light,2023-06-19
U024023,57,female,79.8,162.0,weight_loss,sedentary,2023-04-12
U024024,30,male,76.0,188.0,maintenance,sedentary,2022-12-10
U024025,35,male,106.1,194.0,muscle_gain,light,2022-07-13
U024026,39,female,57.7,186.0,weight_loss,light,2023-01-11
U024027,34,male,73.0,186.0,maintenance,sedentary,2023-07-21
U024028,55,male,79.4,159.0,muscle_gain,sedentary,2022-11-04
U024029,42,female,59.8,181.0,muscle_gain,active,2022-10-22
U024030,49,female,83.4,167.0,maintenance,light,2023-09-11
U024031,32,male,75.6,166.0,muscle_gain,moderate,2023-08-17
U024032,30,female,79.0,164.0,weight_loss,moderate,2023-02-20
U024033,43,female,92.7,155.0,weight_loss,light,2022-11-03
U024034,28,male,58.9,175.0,weight_loss,moderate,2022-09-16
U024035,30,female,107.9,161.0,weight_loss,sedentary,2023-02-25
U024036,50,male,83.7,164.0,weight_loss,light,2023-01-05
U024037,54,male,101.1,171.0,weight_loss,sedentary,2023-06-21
U024038,55,female,72.5,191.0,maintenance,light,2022-11-18
U024039,18,female,72.2,155.0,weight_loss,light,2023-05-11
U024040,56,male,104.7,167.0,maintenance,light,2022-11-12
U024041,44,female,61.5,177.0,weight_loss,light,2023-06-07
U024042,53,female,60.7,182.0,weight_loss,moderate,2022-10-29
U024043,49,male,93.3,173.0,muscle_gain,moderate,2022-10-11
U024044,58,female,80.6,186.0,muscle_gain,active,2023-09-05
U024045,32,female,94.5,164.0,maintenance,light,2022-09-26
U024046,48,female,78.8,172.0,maintenance,light,2023-03-22
U024047,23,male,66.6,162.0,muscle_gain,active,2022-09-20
U024048,42,female,94.3,170.0,maintenance,light,2023-10-18
U024049,35,male,57.1,189.0,weight_loss,moderate,2023-06-15
U024050,39,female,79.6,192.0,weight_loss,sedentary,2023-06-05
U024051,48,female,80.2,171.0,weight_loss,active,2023-01-21
U024052,53,male,59.3,177.0,maintenance,light,2023-03-02
U024053,26,female,68.3,180.0,muscle_gain,light,2022-11-19
U024054,63,female,69.3,194.0,muscle_gain,moderate,2022-10-16
U024055,20,female,104.1,177.0,weight_loss,moderate,2022-09-30
U024056,50,male,83.2,177.0,muscle_gain,light,2022-07-26
U024057,44,male,91.9,161.0,weight_loss,light,2023-08-08
U024058,60,male,58.0,166.0,muscle_gain,moderate,2023-06-23
U024059,18,female,60.7,176.0,muscle_gain,active,2022-10-04
U024060,61,male,86.0,171.0,weight_loss,moderate,2023-06-29
U024061,26,female,100.9,167.0,muscle_gain,active,2023-10-12
U024062,22,female,57.9,192.0,maintenance,moderate,2022-08-21
U024063,32,male,109.1,168.0,weight_loss,active,2022-11-28
U024064,26,male,103.7,161.0,muscle_gain,sedentary,2023-10-17
U024065,62,female,103.0,173.0,muscle_gain,moderate,2023-01-09
U024066,45,male,55.5,193.0,weight_loss,light,2023-05-09
U024067,30,male,77.4,161.0,weight_loss,light,2023-06-25
U024068,41,female,98.8,181.0,muscle_gain,sedentary,2023-01-18
U024069,62,female,96.7,171.0,weight_loss,active,2023-03-23
U024070,27,female,74.0,188.0,weight_loss,sedentary,2023-01-09
U024071,59,male,103.3,165.0,muscle_gain,,2023-08-29
U024072,39,female,90.0,163.0,muscle_gain,moderate,2022-11-10
U024073,56,male,109.7,193.0,weight_loss,sedentary,2023-05-21
U024074,39,female,73.4,157.0,weight_loss,light,2023-08-21
U024075,54,male,90.4,177.0,muscle_gain,moderate,2023-07-20
U024076,56,male,78.3,194.0,maintenance,light,2022-09-20
U024077,37,female,90.6,158.0,maintenance,light,2022-12-05
U024078,27,male,69.3,170.0,muscle_gain,sedentary,2023-03-29
U024079,27,male,76.0,175.0,muscle_gain,light,2023-06-06
U024080,43,male,106.3,179.0,muscle_gain,light,2023-06-13
U024081,42,female,70.9,159.0,weight_loss,moderate,2022-10-16
U024082,45,male,89.1,155.0,muscle_gain,moderate,2023-04-22
U024083,30,female,105.5,186.0,weight_loss,light,2022-08-31
U024084,32,female,81.5,191.0,muscle_gain,moderate,2023-05-31
U024085,23,male,93.2,174.0,maintenance,moderate,2022-11-11
U024086,29,male,96.1,165.0,weight_loss,light,2023-09-12
U024087,36,female,84.9,187.0,weight_loss,active,2022-07-29
U024088,49,female,75.8,190.0,maintenance,moderate,2023-09-07
U024089,28,male,99.5,186.0,muscle_gain,light,2023-06-20
U024090,55,female,85.5,173.0,maintenance,moderate,2023-11-24
U024091,50,female,61.4,193.0,weight_loss,light,2023-10-06
U024092,19,female,103.1,172.0,muscle_gain,light,2023-08-27
U024093,32,male,71.4,190.0,maintenance,sedentary,2023-02-08
U024094,53,male,82.1,178.0,weight_loss,moderate,2023-06-27
U024095,22,female,66.8,186.0,muscle_gain,light,2022-08-24
U024096,32,male,82.1,163.0,muscle_gain,moderate,2023-03-18
U024097,60,male,62.1,178.0,muscle_gain,active,2022-12-09
U024098,27,female,86.1,169.0,muscle_gain,sedentary,2023-01-08
U024099,34,female,83.8,176.0,weight_loss,light,2023-02-19
U024100,51,male,100.0,188.0,weight_loss,sedentary,2023-07-04
U024101,41,male,85.8,164.0,weight_loss,light,2022-11-10
U024102,27,male,77.5,156.0,weight_loss,light,2023-02-19
U024103,47,male,80.6,193.0,maintenance,sedentary,2023-03-02
U024104,20,male,88.3,161.0,weight_loss,moderate,2023-09-02
U024105,54,male,101.2,155.0,muscle_gain,moderate,2023-05-13
U024106,20,male,57.3,163.0,weight_loss,active,2023-01-20
U024107,57,female,106.0,180.0,muscle_gain,light,2022-12-11
U024108,22,male,59.6,169.0,muscle_gain,light,2023-10-25
U024109,45,male,74.0,176.0,weight_loss,sedentary,2023-08-23
U024110,61,male,73.5,177.0,muscle_gain,active,2023-10-16
U024111,31,male,84.2,157.0,weight_loss,moderate,2023-10-17
U024112,56,female,74.5,165.0,maintenance,light,2022-12-03
U024113,28,female,67.1,176.0,maintenance,light,2023-01-30
U024114,25,female,68.4,194.0,weight_loss,light,2022-08-21
U024115,54,male,109.2,168.0,muscle_gain,sedentary,2022-09-10
U024116,25,male,101.0,170.0,muscle_gain,light,2022-12-28
U024117,29,female,99.3,188.0,weight_loss,sedentary,2023-05-09
U024118,32,female,78.1,159.0,weight_loss,light,2022-09-22
U024119,36,male,106.5,162.0,muscle_gain,active,2023-07-21
U024120,63,male,58.4,156.0,maintenance,moderate,2023-09-19
U024121,45,male,61.9,165.0,weight_loss,moderate,2022-12-01
U024122,24,female,68.6,177.0,weight_loss,sedentary,2023-06-11
U024123,57,male,90.3,155.0,maintenance,active,2023-03-05
U024124,24,female,64.2,164.0,weight_loss,moderate,2023-06-04
U024125,47,female,73.5,160.0,weight_loss,light,2023-05-13
U024126,35,female,64.7,157.0,weight_loss,active,2023-09-25
U024127,41,male,99.0,173.0,maintenance,active,2022-08-18
U024128,23,male,105.0,183.0,weight_loss,light,2023-05-19
U024129,21,female,101.8,169.0,weight_loss,sedentary,2023-10-10
U024130,20,female,56.5,177.0,weight_loss,active,2022-09-26
U024131,64,female,72.4,162.0,weight_loss,light,2022-07-31
U024132,23,male,90.1,179.0,weight_loss,sedentary,2022-11-21
U024133,43,male,55.0,178.0,weight_loss,active,2022-10-11
U024134,61,male,96.0,192.0,muscle_gain,moderate,2022-09-10
U024135,55,female,102.8,166.0,weight_loss,moderate,2022-09-04
U024136,28,male,59.3,155.0,muscle_gain,moderate,2022-10-20
U024137,46,male,78.7,158.0,muscle_gain,moderate,2023-07-05
U024138,37,male,71.7,193.0,maintenance,moderate,2023-01-22
U024139,27,male,107.1,184.0,muscle_gain,light,2023-02-14
U024140,43,female,72.9,188.0,maintenance,moderate,2022-07-23
U024141,44,male,87.0,187.0,muscle_gain,sedentary,2023-10-21
U024142,31,male,55.5,184.0,weight_loss,light,2023-06-20
U024143,53,female,101.0,194.0,weight_loss,light,2023-08-09
U024144,29,female,56.6,167.0,maintenance,sedentary,2023-04-20
U024145,40,male,86.3,184.0,weight_loss,light,2022-10-06
U024146,38,male,95.7,173.0,weight_loss,active,2023-11-12
U024147,25,female,76.8,174.0,muscle_gain,moderate,2023-07-30
U024148,56,female,56.7,192.0,muscle_gain,light,2023-02-25
U024149,26,male,104.5,158.0,maintenance,sedentary,2023-09-14
U024150,41,male,75.1,177.0,weight_loss,active,2022-12-26
U024151,48,male,80.6,179.0,weight_loss,moderate,2022-07-12
U024152,42,female,99.7,165.0,weight_loss,active,2023-07-15
U024153,34,female,91.3,185.0,maintenance,active,2023-11-19
U024154,59,male,72.9,166.0,weight_loss,active,2023-03-24
U024155,46,male,84.7,,weight_loss,light,2023-08-10
U024156,20,female,60.2,184.0,weight_loss,light,2022-10-02
U024157,38,female,81.5,170.0,muscle_gain,light,2022-12-12
U024158,25,female,78.6,186.0,weight_loss,light,2022-07-17
U024159,31,female,96.8,190.0,weight_loss,light,2023-08-12
U024160,56,male,99.0,172.0,weight_loss,moderate,2023-07-30
U024161,33,male,103.0,162.0,muscle_gain,active,2022-09-10
U024162,35,female,102.1,185.0,maintenance,moderate,2023-08-09
U024163,48,female,109.9,190.0,weight_loss,light,2023-04-21
U024164,28,female,93.9,167.0,muscle_gain,light,2023-01-05
U024165,55,female,89.1,172.0,weight_loss,light,2022-10-13
U024166,37,male,63.1,189.0,muscle_gain,sedentary,2023-08-14
U024167,63,female,80.7,181.0,weight_loss,active,2023-09-19
U024168,62,male,78.7,160.0,weight_loss,sedentary,2023-11-26
U024169,21,male,95.4,164.0,weight_loss,sedentary,2023-07-04
U024170,37,male,70.1,191.0,weight_loss,moderate,2023-07-31
U024171,48,male,102.9,161.0,weight_loss,light,2022-07-27
U024172,37,male,67.1,170.0,weight_loss,active,2023-11-22
U024173,28,female,81.6,156.0,weight_loss,moderate,2022-09-19
U024174,18,male,106.9,179.0,weight_loss,light,2023-01-23
U024175,61,female,73.9,180.0,maintenance,light,2023-03-30
U024176,35,female,95.0,180.0,weight_loss,moderate,2022-09-29
U024177,56,male,73.5,172.0,weight_loss,active,2023-04-22
U024178,61,female,83.3,192.0,muscle_gain,moderate,2023-05-04
U024179,50,female,97.7,174.0,weight_loss,active,2023-02-21
U024180,53,female,99.8,182.0,maintenance,moderate,2023-02-23
U024181,35,male,101.3,157.0,weight_loss,active,2023-02-15
U024182,64,male,60.5,190.0,weight_loss,light,2023-08-26
U024183,48,male,102.0,194.0,muscle_gain,active,2023-05-05
U024184,52,female,63.1,155.0,weight_loss,moderate,2023-08-29
U024185,56,female,70.0,164.0,weight_loss,active,2022-09-24
U024186,55,female,108.4,185.0,muscle_gain,light,2023-03-12
U024187,32,female,62.9,174.0,maintenance,moderate,2023-02-08
U024188,64,male,68.8,162.0,muscle_gain,sedentary,2023-05-12
U024189,23,male,73.5,161.0,weight_loss,moderate,2023-01-15
U024190,25,male,99.3,189.0,muscle_gain,light,2023-02-11
U024191,57,female,72.6,194.0,maintenance,light,2022-09-04
U024192,39,female,100.4,174.0,muscle_gain,moderate,2022-08-28
U024193,18,female,66.3,157.0,weight_loss,light,2022-07-19
U024194,30,female,88.1,165.0,muscle_gain,light,2023-05-18
U024195,41,male,107.8,166.0,weight_loss,sedentary,2022-11-15
U024196,38,female,57.3,166.0,muscle_gain,active,2023-07-22
U024197,62,male,105.0,162.0,weight_loss,moderate,2022-12-06
U024198,60,male,64.1,,weight_loss,sedentary,2022-10-21
U024199,21,female,87.0,174.0,muscle_gain,moderate,2022-07-18
U024200,24,male,57.7,169.0,weight_loss,sedentary,2023-05-30
U024201,29,male,86.4,185.0,weight_loss,light,2022-10-17
